Generation,ID,Pokemon,Abilities,BaseExperience,Height,Moves,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed
Generation.III,303,Mawile,"hyper-cutter, intimidate, sheer-force (Hidden)",133,6,"mega-punch, ice-punch, thunder-punch, vice-grip, swords-dance, slam, mega-kick, headbutt, body-slam, double-edge, bite, growl, flamethrower, ice-beam, hyper-beam, counter, seismic-toss, strength, solar-beam, toxic, mimic, double-team, fire-blast, rest, rock-slide, super-fang, substitute, snore, protect, feint-attack, sludge-bomb, mud-slap, icy-wind, sandstorm, endure, false-swipe, swagger, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, baton-pass, sweet-scent, hidden-power, rain-dance, sunny-day, crunch, psych-up, ancient-power, shadow-ball, rock-smash, stockpile, spit-up, swallow, torment, facade, focus-punch, taunt, brick-break, knock-off, snatch, secret-power, poison-fang, astonish, fake-tears, rock-tomb, tickle, iron-defense, natural-gift, metal-burst, payback, embargo, fling, guard-swap, punishment, last-resort, sucker-punch, magnet-rise, dark-pulse, focus-blast, giga-impact, thunder-fang, ice-fang, fire-fang, flash-cannon, iron-head, stone-edge, captivate, stealth-rock, grass-knot, charge-beam, foul-play, round, incinerate, misty-terrain, play-rough, fairy-wind, confide, power-up-punch",50,85,85,55,55,50
Generation.III,304,Aron,"sturdy, rock-head, heavy-metal (Hidden)",66,4,"cut, stomp, headbutt, tackle, body-slam, take-down, double-edge, roar, strength, earthquake, dig, toxic, mimic, screech, double-team, harden, defense-curl, rest, rock-slide, substitute, snore, curse, reversal, spite, protect, mud-slap, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, ancient-power, rock-smash, uproar, facade, smelling-salts, superpower, endeavor, secret-power, rock-tomb, metal-sound, aerial-ace, iron-defense, shock-wave, water-pulse, natural-gift, metal-burst, magnet-rise, rock-polish, dragon-rush, earth-power, shadow-claw, iron-head, captivate, stealth-rock, head-smash, hone-claws, autotomize, heavy-slam, round, bulldoze, confide",50,70,100,40,40,50
Generation.III,305,Lairon,"sturdy, rock-head, heavy-metal (Hidden)",151,9,"cut, headbutt, tackle, body-slam, take-down, double-edge, roar, strength, earthquake, dig, toxic, mimic, double-team, harden, defense-curl, rest, rock-slide, substitute, snore, spite, protect, mud-slap, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, ancient-power, rock-smash, uproar, facade, superpower, endeavor, secret-power, rock-tomb, metal-sound, aerial-ace, iron-defense, shock-wave, water-pulse, natural-gift, metal-burst, magnet-rise, rock-polish, earth-power, shadow-claw, iron-head, stone-edge, captivate, stealth-rock, hone-claws, autotomize, heavy-slam, round, bulldoze, confide",60,90,140,50,50,60
Generation.III,306,Aggron,"sturdy, rock-head, heavy-metal (Hidden)",239,21,"mega-punch, fire-punch, ice-punch, thunder-punch, cut, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, roar, flamethrower, surf, ice-beam, blizzard, hyper-beam, low-kick, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, dig, toxic, mimic, double-team, harden, defense-curl, fire-blast, rest, rock-slide, substitute, snore, spite, protect, mud-slap, icy-wind, outrage, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, ancient-power, rock-smash, whirlpool, uproar, facade, focus-punch, taunt, superpower, brick-break, endeavor, secret-power, rock-tomb, metal-sound, aerial-ace, iron-defense, block, dragon-claw, shock-wave, water-pulse, natural-gift, metal-burst, payback, fling, magnet-rise, rock-polish, dark-pulse, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, avalanche, shadow-claw, flash-cannon, rock-climb, iron-head, stone-edge, captivate, stealth-rock, hone-claws, autotomize, smack-down, heavy-slam, round, incinerate, bulldoze, dragon-tail, confide, power-up-punch, smart-strike, brutal-swing",70,110,180,60,60,70
Generation.III,307,Meditite,"pure-power, telepathy (Hidden)",56,6,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, double-edge, low-kick, counter, seismic-toss, strength, toxic, confusion, psychic, meditate, mimic, double-team, recover, light-screen, reflect, bide, metronome, swift, high-jump-kick, dream-eater, flash, rest, rock-slide, substitute, mind-reader, snore, reversal, protect, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, baton-pass, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, fake-out, facade, focus-punch, helping-hand, trick, role-play, magic-coat, recycle, brick-break, secret-power, rock-tomb, signal-beam, bulk-up, calm-mind, gravity, natural-gift, feint, acupressure, fling, power-trick, power-swap, guard-swap, force-palm, poison-jab, drain-punch, vacuum-wave, focus-blast, bullet-punch, psycho-cut, zen-headbutt, captivate, grass-knot, psyshock, telekinesis, low-sweep, round, quick-guard, retaliate, work-up, confide, power-up-punch",30,40,55,40,55,30
Generation.III,308,Medicham,"pure-power, telepathy (Hidden)",144,13,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, double-edge, hyper-beam, low-kick, counter, seismic-toss, strength, toxic, confusion, psychic, meditate, mimic, double-team, recover, light-screen, reflect, bide, metronome, swift, high-jump-kick, dream-eater, flash, rest, rock-slide, substitute, mind-reader, snore, reversal, protect, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, facade, focus-punch, helping-hand, trick, role-play, magic-coat, recycle, brick-break, secret-power, rock-tomb, signal-beam, bulk-up, calm-mind, gravity, natural-gift, feint, acupressure, fling, power-trick, force-palm, poison-jab, drain-punch, vacuum-wave, focus-blast, energy-ball, giga-impact, zen-headbutt, captivate, grass-knot, psyshock, telekinesis, low-sweep, round, retaliate, work-up, confide, power-up-punch",60,60,75,60,75,60
Generation.III,309,Electrike,"static, lightning-rod, minus (Hidden)",59,6,"headbutt, tackle, body-slam, double-edge, leer, bite, roar, flamethrower, strength, thunderbolt, thunder-wave, thunder, toxic, quick-attack, mimic, double-team, light-screen, swift, flash, rest, substitute, thief, snore, curse, protect, mud-slap, endure, swagger, spark, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, crunch, uproar, facade, charge, secret-power, odor-sleuth, signal-beam, howl, shock-wave, natural-gift, magnet-rise, switcheroo, thunder-fang, ice-fang, fire-fang, discharge, captivate, charge-beam, flame-burst, electro-ball, round, volt-switch, wild-charge, snarl, confide, eerie-impulse",40,45,40,65,40,40
Generation.III,310,Manectric,"static, lightning-rod, minus (Hidden)",166,15,"headbutt, tackle, body-slam, double-edge, leer, bite, roar, flamethrower, hyper-beam, strength, thunderbolt, thunder-wave, thunder, toxic, quick-attack, mimic, double-team, light-screen, swift, flash, rest, substitute, thief, snore, protect, mud-slap, endure, swagger, spark, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, uproar, facade, charge, secret-power, overheat, odor-sleuth, signal-beam, howl, shock-wave, natural-gift, magnet-rise, giga-impact, thunder-fang, fire-fang, discharge, captivate, charge-beam, round, volt-switch, wild-charge, snarl, confide, electric-terrain",70,75,60,105,60,70
Generation.III,311,Plusle,"plus, lightning-rod (Hidden)",142,4,"mega-punch, thunder-punch, mega-kick, headbutt, body-slam, double-edge, growl, sing, counter, seismic-toss, thunderbolt, thunder-wave, thunder, toxic, agility, quick-attack, mimic, double-team, defense-curl, light-screen, metronome, swift, flash, rest, substitute, snore, protect, sweet-kiss, mud-slap, endure, charm, rollout, swagger, spark, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, iron-tail, hidden-power, rain-dance, uproar, facade, charge, helping-hand, wish, secret-power, fake-tears, signal-beam, shock-wave, natural-gift, fling, lucky-chant, copycat, last-resort, magnet-rise, nasty-plot, discharge, captivate, grass-knot, charge-beam, electro-ball, entrainment, round, echoed-voice, bestow, volt-switch, electroweb, wild-charge, play-nice, confide, nuzzle, tearful-look",60,50,40,85,75,60
Generation.III,312,Minun,"minus, volt-absorb (Hidden)",142,4,"mega-punch, thunder-punch, mega-kick, headbutt, body-slam, double-edge, growl, sing, counter, seismic-toss, thunderbolt, thunder-wave, thunder, toxic, agility, quick-attack, mimic, double-team, defense-curl, light-screen, metronome, swift, flash, rest, substitute, snore, protect, sweet-kiss, mud-slap, endure, charm, rollout, swagger, spark, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, iron-tail, hidden-power, rain-dance, uproar, facade, charge, helping-hand, wish, secret-power, fake-tears, signal-beam, shock-wave, natural-gift, fling, trump-card, lucky-chant, copycat, last-resort, magnet-rise, switcheroo, nasty-plot, discharge, captivate, grass-knot, charge-beam, electro-ball, entrainment, round, echoed-voice, volt-switch, electroweb, wild-charge, play-nice, confide, nuzzle, tearful-look",60,40,50,75,85,60
Generation.III,313,Volbeat,"illuminate, swarm, prankster (Hidden)",151,7,"mega-punch, ice-punch, thunder-punch, mega-kick, tackle, body-slam, double-edge, counter, seismic-toss, solar-beam, string-shot, thunderbolt, thunder-wave, thunder, toxic, quick-attack, mimic, double-team, confuse-ray, light-screen, metronome, swift, dizzy-punch, flash, rest, substitute, thief, snore, protect, mud-slap, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, facade, focus-punch, helping-hand, trick, brick-break, secret-power, tail-glow, air-cutter, silver-wind, signal-beam, aerial-ace, shock-wave, water-pulse, roost, natural-gift, tailwind, u-turn, fling, bug-buzz, zen-headbutt, captivate, bug-bite, charge-beam, ominous-wind, round, acrobatics, struggle-bug, play-rough, confide, dazzling-gleam, infestation, power-up-punch, lunge",65,73,75,47,85,65
Generation.III,314,Illumise,"oblivious, tinted-lens, prankster (Hidden)",151,6,"mega-punch, ice-punch, thunder-punch, mega-kick, tackle, body-slam, double-edge, counter, seismic-toss, growth, solar-beam, string-shot, thunderbolt, thunder-wave, thunder, toxic, quick-attack, mimic, double-team, confuse-ray, light-screen, metronome, swift, flash, rest, substitute, thief, snore, protect, mud-slap, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, sweet-scent, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, flatter, facade, focus-punch, helping-hand, wish, brick-break, secret-power, aromatherapy, fake-tears, air-cutter, silver-wind, aerial-ace, covet, shock-wave, water-pulse, roost, natural-gift, tailwind, u-turn, fling, bug-buzz, zen-headbutt, captivate, bug-bite, charge-beam, ominous-wind, round, acrobatics, struggle-bug, play-rough, play-nice, confide, dazzling-gleam, infestation, power-up-punch",65,47,75,73,85,65
Generation.III,315,Roselia,"natural-cure, poison-point, leaf-guard (Hidden)",140,3,"swords-dance, cut, body-slam, double-edge, poison-sting, pin-missile, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, stun-spore, sleep-powder, petal-dance, toxic, mimic, double-team, swift, flash, rest, substitute, mind-reader, nightmare, snore, cotton-spore, protect, sludge-bomb, mud-slap, spikes, giga-drain, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, sweet-scent, synthesis, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, facade, nature-power, ingrain, secret-power, aromatherapy, grass-whistle, bullet-seed, covet, magical-leaf, natural-gift, worry-seed, toxic-spikes, poison-jab, seed-bomb, energy-ball, leaf-storm, power-whip, captivate, grass-knot, venoshock, round, petal-blizzard, confide, dazzling-gleam",50,60,45,100,80,50
Generation.III,316,Gulpin,"liquid-ooze, sticky-hold, gluttony (Hidden)",60,4,"pound, fire-punch, ice-punch, thunder-punch, headbutt, body-slam, double-edge, ice-beam, counter, strength, solar-beam, toxic, mimic, double-team, defense-curl, self-destruct, smog, sludge, amnesia, dream-eater, poison-gas, acid-armor, explosion, rest, substitute, nightmare, snore, curse, protect, sludge-bomb, mud-slap, destiny-bond, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, stockpile, spit-up, swallow, facade, yawn, snatch, secret-power, bullet-seed, shock-wave, water-pulse, natural-gift, wring-out, gastro-acid, seed-bomb, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, belch, confide, venom-drench, infestation, power-up-punch",70,43,53,43,53,70
Generation.III,317,Swalot,"liquid-ooze, sticky-hold, gluttony (Hidden)",163,17,"pound, fire-punch, ice-punch, thunder-punch, headbutt, body-slam, double-edge, ice-beam, hyper-beam, counter, strength, solar-beam, earthquake, toxic, mimic, double-team, defense-curl, self-destruct, sludge, amnesia, dream-eater, poison-gas, explosion, rest, substitute, nightmare, snore, protect, sludge-bomb, mud-slap, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, stockpile, spit-up, swallow, facade, yawn, snatch, secret-power, bullet-seed, block, shock-wave, water-pulse, natural-gift, wring-out, gastro-acid, seed-bomb, giga-impact, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, bulldoze, belch, confide, venom-drench, infestation, power-up-punch",100,73,83,73,83,100
Generation.III,318,Carvanha,"rough-skin, speed-boost (Hidden)",61,8,"take-down, thrash, double-edge, leer, bite, hydro-pump, surf, ice-beam, blizzard, toxic, agility, rage, mimic, screech, double-team, focus-energy, waterfall, swift, rest, super-fang, substitute, thief, snore, spite, protect, scary-face, mud-slap, destiny-bond, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, hidden-power, rain-dance, crunch, ancient-power, whirlpool, uproar, hail, torment, facade, taunt, secret-power, dive, poison-fang, bounce, water-pulse, brine, natural-gift, payback, assurance, dark-pulse, ice-fang, zen-headbutt, captivate, aqua-jet, round, scald, retaliate, snarl, confide, psychic-fangs",45,90,20,65,20,45
Generation.III,319,Sharpedo,"rough-skin, speed-boost (Hidden)",161,18,"double-edge, leer, bite, roar, surf, ice-beam, blizzard, hyper-beam, strength, earthquake, toxic, agility, rage, mimic, screech, double-team, focus-energy, waterfall, swift, skull-bash, rest, super-fang, slash, substitute, thief, snore, spite, protect, scary-face, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, hidden-power, rain-dance, crunch, ancient-power, rock-smash, whirlpool, uproar, hail, torment, facade, taunt, secret-power, dive, poison-fang, rock-tomb, bounce, water-pulse, brine, natural-gift, feint, payback, assurance, poison-jab, dark-pulse, night-slash, giga-impact, avalanche, ice-fang, zen-headbutt, captivate, aqua-jet, round, scald, retaliate, bulldoze, snarl, confide",70,120,40,95,40,70
Generation.III,320,Wailmer,"water-veil, oblivious, pressure (Hidden)",80,20,"headbutt, body-slam, thrash, double-edge, growl, roar, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, strength, earthquake, fissure, toxic, mimic, double-team, defense-curl, self-destruct, waterfall, amnesia, splash, rest, substitute, snore, curse, protect, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, secret-power, dive, hyper-voice, astonish, rock-tomb, tickle, water-spout, bounce, water-pulse, brine, natural-gift, aqua-ring, avalanche, zen-headbutt, captivate, heavy-slam, soak, round, echoed-voice, clear-smog, scald, bulldoze, confide",130,70,35,70,35,130
Generation.III,321,Wailord,"water-veil, oblivious, pressure (Hidden)",175,145,"headbutt, body-slam, double-edge, growl, roar, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, strength, earthquake, toxic, mimic, double-team, defense-curl, self-destruct, waterfall, amnesia, splash, rest, substitute, snore, protect, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, secret-power, dive, hyper-voice, astonish, rock-tomb, water-spout, block, bounce, water-pulse, brine, natural-gift, giga-impact, avalanche, zen-headbutt, iron-head, captivate, heavy-slam, soak, round, echoed-voice, scald, bulldoze, noble-roar, confide",170,90,45,90,45,170
Generation.III,322,Numel,"oblivious, simple, own-tempo (Hidden)",61,7,"stomp, headbutt, tackle, body-slam, take-down, double-edge, growl, ember, flamethrower, strength, growth, earthquake, dig, toxic, mimic, double-team, defense-curl, focus-energy, fire-blast, amnesia, rest, rock-slide, substitute, snore, curse, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, hidden-power, sunny-day, ancient-power, rock-smash, stockpile, spit-up, swallow, heat-wave, will-o-wisp, facade, nature-power, yawn, secret-power, overheat, rock-tomb, howl, natural-gift, earth-power, mud-bomb, lava-plume, iron-head, captivate, stealth-rock, flame-burst, heavy-slam, flame-charge, after-you, round, echoed-voice, incinerate, bulldoze, confide",60,60,40,65,45,60
Generation.III,323,Camerupt,"magma-armor, solid-rock, anger-point (Hidden)",161,19,"headbutt, tackle, body-slam, take-down, double-edge, growl, roar, ember, flamethrower, hyper-beam, strength, solar-beam, earthquake, fissure, dig, toxic, mimic, double-team, defense-curl, focus-energy, self-destruct, fire-blast, amnesia, explosion, rest, rock-slide, substitute, snore, curse, protect, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, hidden-power, sunny-day, rock-smash, heat-wave, will-o-wisp, facade, nature-power, yawn, eruption, secret-power, overheat, rock-tomb, natural-gift, rock-polish, earth-power, giga-impact, flash-cannon, lava-plume, iron-head, stone-edge, captivate, stealth-rock, flame-burst, flame-charge, after-you, round, echoed-voice, incinerate, bulldoze, confide",70,100,70,105,75,70
Generation.III,324,Torkoal,"white-smoke, drought, shell-armor (Hidden)",165,5,"headbutt, body-slam, double-edge, ember, flamethrower, hyper-beam, strength, solar-beam, fire-spin, earthquake, fissure, toxic, mimic, double-team, smokescreen, withdraw, self-destruct, smog, fire-blast, skull-bash, amnesia, explosion, rest, rock-slide, substitute, flame-wheel, snore, curse, flail, protect, sludge-bomb, mud-slap, endure, rollout, swagger, attract, sleep-talk, return, frustration, rapid-spin, iron-tail, hidden-power, sunny-day, rock-smash, heat-wave, will-o-wisp, facade, nature-power, superpower, yawn, eruption, secret-power, overheat, rock-tomb, iron-defense, gyro-ball, natural-gift, earth-power, giga-impact, lava-plume, stone-edge, captivate, stealth-rock, flame-burst, flame-charge, after-you, round, clear-smog, shell-smash, incinerate, inferno, bulldoze, confide",70,85,140,85,70,70
Generation.III,325,Spoink,"thick-fat, own-tempo, gluttony (Hidden)",66,7,"whirlwind, headbutt, body-slam, double-edge, psybeam, thunder-wave, toxic, psychic, mimic, double-team, confuse-ray, light-screen, reflect, swift, amnesia, dream-eater, flash, psywave, splash, rest, substitute, thief, snore, protect, icy-wind, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, mirror-coat, psych-up, shadow-ball, future-sight, torment, facade, taunt, trick, role-play, magic-coat, recycle, skill-swap, snatch, secret-power, odor-sleuth, signal-beam, extrasensory, bounce, covet, calm-mind, shock-wave, natural-gift, payback, lucky-chant, power-gem, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, psyshock, telekinesis, simple-beam, round, confide",60,25,35,70,80,60
Generation.III,326,Grumpig,"thick-fat, own-tempo, gluttony (Hidden)",165,9,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, double-edge, psybeam, hyper-beam, counter, seismic-toss, thunder-wave, toxic, psychic, mimic, double-team, confuse-ray, light-screen, reflect, swift, dream-eater, flash, psywave, splash, rest, substitute, thief, snore, protect, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, brick-break, skill-swap, snatch, secret-power, teeter-dance, odor-sleuth, signal-beam, bounce, covet, calm-mind, shock-wave, natural-gift, payback, fling, power-gem, drain-punch, focus-blast, energy-ball, giga-impact, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, psyshock, telekinesis, round, bulldoze, belch, confide, power-up-punch",80,45,65,90,110,80
Generation.III,327,Spinda,"own-tempo, tangled-feet, contrary (Hidden)",126,11,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, thrash, double-edge, disable, psybeam, low-kick, counter, seismic-toss, strength, dig, toxic, psychic, hypnosis, mimic, double-team, defense-curl, metronome, swift, dream-eater, dizzy-punch, flash, rest, rock-slide, substitute, thief, nightmare, snore, flail, protect, feint-attack, mud-slap, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, baton-pass, encore, rapid-spin, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, fake-out, uproar, facade, focus-punch, smelling-salts, helping-hand, trick, role-play, wish, assist, recycle, brick-break, skill-swap, snatch, secret-power, teeter-dance, hyper-voice, fake-tears, rock-tomb, covet, calm-mind, shock-wave, water-pulse, natural-gift, fling, psycho-shift, copycat, last-resort, sucker-punch, drain-punch, psycho-cut, zen-headbutt, trick-room, captivate, guard-split, round, retaliate, work-up, wild-charge, confide, power-up-punch, spotlight",60,60,60,60,60,60
Generation.III,328,Trapinch,"hyper-cutter, arena-trap, sheer-force (Hidden)",58,7,"gust, sand-attack, headbutt, body-slam, double-edge, bite, hyper-beam, strength, solar-beam, earthquake, fissure, dig, toxic, quick-attack, mimic, double-team, focus-energy, bide, rest, rock-slide, substitute, snore, flail, protect, feint-attack, mud-slap, sandstorm, giga-drain, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, hidden-power, sunny-day, crunch, rock-smash, facade, superpower, secret-power, rock-tomb, signal-beam, sand-tomb, mud-shot, natural-gift, feint, earth-power, captivate, bug-bite, round, struggle-bug, bulldoze, confide",45,100,45,45,45,45
Generation.III,329,Vibrava,levitate,119,11,"fly, sand-attack, headbutt, body-slam, double-edge, bite, supersonic, sonic-boom, hyper-beam, strength, solar-beam, earthquake, dig, toxic, mimic, screech, double-team, bide, swift, rest, rock-slide, substitute, snore, protect, feint-attack, mud-slap, outrage, sandstorm, giga-drain, endure, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, dragon-breath, hidden-power, twister, sunny-day, crunch, rock-smash, uproar, heat-wave, facade, superpower, secret-power, air-cutter, rock-tomb, silver-wind, signal-beam, sand-tomb, roost, natural-gift, tailwind, u-turn, bug-buzz, dragon-pulse, earth-power, defog, draco-meteor, captivate, bug-bite, ominous-wind, round, struggle-bug, bulldoze, boomburst, confide",50,70,50,50,50,50
Generation.III,330,Flygon,levitate,234,20,"fire-punch, thunder-punch, fly, sand-attack, headbutt, body-slam, double-edge, bite, supersonic, sonic-boom, flamethrower, hyper-beam, strength, solar-beam, earthquake, dig, toxic, mimic, screech, double-team, bide, fire-blast, swift, rest, rock-slide, substitute, snore, protect, feint-attack, mud-slap, outrage, sandstorm, giga-drain, endure, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, twister, sunny-day, crunch, rock-smash, uproar, heat-wave, facade, superpower, secret-power, air-cutter, rock-tomb, silver-wind, signal-beam, sand-tomb, aerial-ace, dragon-claw, dragon-dance, roost, natural-gift, tailwind, u-turn, dragon-pulse, dragon-rush, earth-power, giga-impact, defog, draco-meteor, stone-edge, captivate, bug-bite, ominous-wind, hone-claws, round, incinerate, struggle-bug, bulldoze, dragon-tail, confide, power-up-punch, brutal-swing",80,100,80,80,80,80
Generation.III,331,Cacnea,"sand-veil, water-absorb (Hidden)",67,4,"mega-punch, thunder-punch, swords-dance, cut, sand-attack, headbutt, body-slam, double-edge, poison-sting, pin-missile, leer, disable, acid, low-kick, counter, seismic-toss, absorb, leech-seed, growth, solar-beam, toxic, mimic, double-team, flash, rest, substitute, snore, cotton-spore, spite, protect, feint-attack, mud-slap, spikes, destiny-bond, sandstorm, giga-drain, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, synthesis, hidden-power, sunny-day, facade, focus-punch, smelling-salts, nature-power, role-play, ingrain, brick-break, secret-power, teeter-dance, needle-arm, grass-whistle, bullet-seed, block, magical-leaf, natural-gift, payback, fling, worry-seed, sucker-punch, poison-jab, dark-pulse, seed-bomb, drain-punch, energy-ball, switcheroo, nasty-plot, captivate, grass-knot, venoshock, round, belch, rototiller, fell-stinger, confide, power-up-punch",50,85,40,85,40,50
Generation.III,332,Cacturne,"sand-veil, water-absorb (Hidden)",166,13,"mega-punch, thunder-punch, swords-dance, cut, mega-kick, sand-attack, headbutt, body-slam, double-edge, poison-sting, pin-missile, leer, hyper-beam, low-kick, counter, seismic-toss, strength, absorb, leech-seed, growth, solar-beam, toxic, mimic, double-team, flash, rest, substitute, snore, cotton-spore, spite, protect, feint-attack, mud-slap, spikes, destiny-bond, sandstorm, giga-drain, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, synthesis, hidden-power, sunny-day, facade, focus-punch, nature-power, role-play, ingrain, superpower, revenge, brick-break, secret-power, needle-arm, bullet-seed, block, natural-gift, payback, embargo, fling, worry-seed, sucker-punch, poison-jab, dark-pulse, seed-bomb, drain-punch, focus-blast, energy-ball, giga-impact, captivate, grass-knot, venoshock, foul-play, round, retaliate, confide, spiky-shield, power-up-punch",70,115,60,115,60,70
Generation.III,333,Swablu,"natural-cure, cloud-nine (Hidden)",62,4,"fly, fury-attack, body-slam, take-down, double-edge, growl, sing, mist, ice-beam, peck, solar-beam, toxic, agility, rage, mimic, double-team, haze, mirror-move, swift, dream-eater, sky-attack, rest, substitute, thief, snore, protect, mud-slap, perish-song, outrage, endure, swagger, steel-wing, attract, sleep-talk, heal-bell, return, frustration, safeguard, pursuit, hidden-power, twister, rain-dance, sunny-day, psych-up, uproar, heat-wave, facade, refresh, secret-power, feather-dance, hyper-voice, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, power-swap, dragon-pulse, dragon-rush, captivate, ominous-wind, round, echoed-voice, cotton-guard, disarming-voice, play-rough, moonblast, confide, dazzling-gleam",45,40,60,40,75,45
Generation.III,334,Altaria,"natural-cure, cloud-nine (Hidden)",172,11,"fly, fury-attack, body-slam, take-down, double-edge, growl, roar, sing, flamethrower, mist, ice-beam, hyper-beam, peck, solar-beam, earthquake, toxic, mimic, double-team, fire-blast, swift, dream-eater, sky-attack, rest, substitute, thief, snore, protect, mud-slap, perish-song, outrage, endure, swagger, steel-wing, attract, sleep-talk, heal-bell, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, psych-up, rock-smash, uproar, heat-wave, facade, refresh, secret-power, hyper-voice, astonish, air-cutter, aerial-ace, dragon-claw, dragon-dance, roost, natural-gift, pluck, tailwind, dragon-pulse, giga-impact, draco-meteor, captivate, ominous-wind, hone-claws, wonder-room, round, echoed-voice, incinerate, bulldoze, cotton-guard, disarming-voice, moonblast, confide, dazzling-gleam",75,70,90,70,105,75
